id,name,location,cuisine,avg_cost_for_two,rating,budget_band
amber-rush-express::residency-road,Amber Rush Express,residency road,"italian, continental, chinese",600.0,,low
lazzet-lee::lavelle-road,Lazzet Lee,lavelle road,mughlai,600.0,,low
instant-noodle-doodle::frazer-town,Instant Noodle Doodle,frazer town,fast food,200.0,,low
goodness-beverages::residency-road,Goodness! Beverages,residency road,beverages,250.0,,low
arabian-tea::commercial-street,Arabian Tea,commercial street,"tea, fast food",100.0,,low
bib-breakfast-in-the-box::ulsoor,BIB-Breakfast In The Box,ulsoor,"american, continental",600.0,,low
five-senses::ulsoor,Five Senses,ulsoor,"north indian, fast food, chinese",500.0,,low
rajeev-bakery-juice::richmond-road,Rajeev Bakery & Juice,richmond road,"fast food, desserts, bakery",150.0,,low
arabian-nights::richmond-road,Arabian Nights,richmond road,arabian,350.0,,low
am-biryani-junction::richmond-road,AM Biryani Junction,richmond road,"north indian, chinese, biryani",300.0,,low
tandoori-platter::residency-road,Tandoori Platter,residency road,north indian,450.0,,low
sri-basaveshwara-u-k-foods::majestic,Sri Basaveshwara U.K Foods,majestic,south indian,150.0,,low
pappu-bc::shivajinagar,Pappu BC,shivajinagar,"north indian, biryani",300.0,,low
north-indian-food::rt-nagar,North Indian Food,rt nagar,"north indian, chinese",200.0,,low
inbento::shanti-nagar,InBento,shanti nagar,japanese,900.0,,medium
bangalore-biriyani::shanti-nagar,Bangalore Biriyani,shanti nagar,"biryani, kebab",250.0,,low
armani-kabab-centre::richmond-road,Armani Kabab Centre,richmond road,"north indian, fast food",300.0,,low
r-k-caterers::frazer-town,R.K Caterers,frazer town,north indian,350.0,,low
vasavi-bangarpet-chats::shivajinagar,Vasavi Bangarpet Chats,shivajinagar,street food,150.0,,low
metro-military-hotel::shanti-nagar,Metro Military Hotel,shanti nagar,"south indian, chinese, north indian",300.0,,low
ambur-biryani::frazer-town,Ambur Biryani,frazer town,"biryani, kebab",300.0,,low
banashankri-donne-biriyani::ulsoor,Banashankri Donne Biriyani,ulsoor,"biryani, fast food",300.0,,low
house-of-tasty-food::wilson-garden,House of Tasty Food,wilson garden,north indian,400.0,,low
delisias::brigade-road,Delisias,brigade road,bakery,400.0,,low
the-chocolate-heaven::commercial-street,The Chocolate Heaven,commercial street,"desserts, cafe",600.0,,low
rr-real-taste-of-bengaluru::majestic,RR Real Taste Of Bengaluru,majestic,south indian,200.0,,low
rr-taste-of-bangalore::majestic,RR Taste Of Bangalore,majestic,south indian,200.0,,low
mojo-pizza---2x-toppings::residency-road,Mojo Pizza - 2X Toppings,residency road,pizza,600.0,,low
roll-king::city-market,Roll King,city market,"rolls, fast food, beverages, desserts",150.0,,low
mota-bawarchi::basavanagudi,Mota Bawarchi,basavanagudi,"north indian, biryani, fast food",300.0,,low
lassi-house::commercial-street,Lassi House,commercial street,"beverages, desserts",150.0,,low
khally-wally::mg-road,Khally Wally,mg road,"biryani, kebab",250.0,,low
kabab-and-biryani-centre::richmond-road,Kabab and Biryani Centre,richmond road,"north indian, fast food",300.0,,low
sandhya-sagar::shanti-nagar,Sandhya Sagar,shanti nagar,"north indian, chinese, south indian",300.0,,low
rolls-corner::brigade-road,Rolls Corner,brigade road,"chinese, fast food",300.0,,low
shree-sagar-veg-fast-food::majestic,Shree Sagar Veg Fast Food,majestic,south indian,150.0,,low
shilpa-vegetarian-restaurant::shivajinagar,Shilpa Vegetarian Restaurant,shivajinagar,"south indian, north indian, chinese",350.0,,low
chaat-chatore::mg-road,Chaat Chatore,mg road,"fast food, street food",150.0,,low
aalvina-restaurant::kumaraswamy-layout,AAlvina Restaurant,kumaraswamy layout,"north indian, south indian, chinese",400.0,,low
just-baked::commercial-street,Just Baked,commercial street,"bakery, desserts",400.0,,low
new-prince-restaurant::majestic,New Prince Restaurant,majestic,"north indian, biryani",300.0,,low
prawn-crunch::st-marks-road,Prawn Crunch,st. marks road,"seafood, fast food",400.0,,low
oven-lovin::brigade-road,Oven Lovin',brigade road,"desserts, bakery",300.0,,low
ambur-hot-dum-biriyani::shivajinagar,Ambur Hot Dum Biriyani,shivajinagar,biryani,250.0,,low
sri-sai-sagar-food::mg-road,Sri Sai Sagar Food,mg road,"street food, fast food, north indian",300.0,,low
fixmynutrition::richmond-road,FixMyNutrition,richmond road,"salad, asian, continental, healthy food",500.0,,low
the-nourished-kitchen::btm,The Nourished Kitchen,btm,"asian, continental, healthy food",400.0,,low
night-kitchen::shivajinagar,Night Kitchen,shivajinagar,"north indian, fast food, chinese",600.0,,low
lazeez-khana::shivajinagar,Lazeez Khana,shivajinagar,"arabian, north indian, fast food",300.0,,low
21-corner-haus-cafe::shanti-nagar,21 Corner Haus Cafe,shanti nagar,"north indian, chinese, biryani",300.0,,low
kesar-rasoi::city-market,Kesar Rasoi,city market,"north indian, rajasthani",300.0,,low
sri-venkatesha-iyengar-s-bakery::wilson-garden,Sri Venkatesha Iyengar's Bakery,wilson garden,bakery,500.0,,low
eat-eroo---bombay-vada-pav::majestic,Eat Eroo - Bombay Vada Pav,majestic,"street food, maharashtrian",200.0,,low
tasty-treats::mg-road,Tasty Treats,mg road,"south indian, chinese, fast food",350.0,,low
agnihotri-cuisines::mg-road,Agnihotri Cuisines,mg road,"chinese, north indian, fast food",500.0,,low
lassi-corner::vijay-nagar,Lassi Corner,vijay nagar,"beverages, desserts",300.0,,low
backyard::richmond-road,Backyard,richmond road,"continental, south indian, fast food",400.0,,low
mount-blue::brigade-road,Mount Blue,brigade road,"bakery, fast food",300.0,,low
magic-biryani::richmond-road,Magic Biryani,richmond road,"biryani, kebab",150.0,,low
belgian-waffle::residency-road,Belgian Waffle,residency road,desserts,250.0,,low
jerome-coffee-food-court::mg-road,Jerome Coffee & Food court,mg road,"south indian, street food",150.0,,low
brigade-paradise-hotel::brigade-road,Brigade Paradise Hotel,brigade road,"chinese, fast food, rolls",400.0,,low
juice-magic::brigade-road,Juice Magic,brigade road,"juices, beverages",100.0,,low
babas-kitchen::city-market,Babas Kitchen,city market,"chinese, north indian",300.0,,low
chinese-corner::church-street,Chinese Corner,church street,chinese,200.0,,low
grahaira::commercial-street,Grahaira,commercial street,north indian,300.0,,low
kung-foods::commercial-street,Kung Foods,commercial street,chinese,500.0,,low
santosh-juice-junction::city-market,Santosh Juice Junction,city market,"juices, beverages",150.0,,low
food-court::richmond-road,Food Court,richmond road,fast food,100.0,,low
rabiya-caterers::shanti-nagar,Rabiya Caterers,shanti nagar,mughlai,600.0,,low
cake-couture::shivajinagar,Cake Couture,shivajinagar,"bakery, desserts",350.0,,low
adithya-tiffin-centre::shanti-nagar,Adithya Tiffin Centre,shanti nagar,north indian,200.0,,low
jhonsons-happy-kitchen::richmond-road,Jhonsons Happy Kitchen,richmond road,"south indian, chinese",300.0,,low
smoothies-cafe::hbr-layout,Smoothies Cafe,hbr layout,"cafe, fast food, juices",200.0,,low
fnp-cakes-n-more::wilson-garden,FNP Cakes N More,wilson garden,bakery,700.0,,low
bhartiya-jalpan::commercial-street,Bhartiya Jalpan,commercial street,"north indian, street food",700.0,,low
timeless-eatout::vasanth-nagar,Timeless EatOut,vasanth nagar,south indian,300.0,,low
arham-s-resto::vasanth-nagar,Arham's Resto,vasanth nagar,"chinese, north indian, fast food",250.0,,low
kerala-food::vasanth-nagar,Kerala Food,vasanth nagar,"south indian, chinese, north indian",200.0,,low
sri-mahalakshmi-hotel::majestic,Sri Mahalakshmi Hotel,majestic,south indian,150.0,,low
bombay-kulfi::brigade-road,Bombay Kulfi,brigade road,"desserts, ice cream",150.0,,low
shiv-sagar::mg-road,Shiv Sagar,mg road,"south indian, north indian, chinese",800.0,,low
localhost::whitefield,LocalHost,whitefield,"fast food, street food, beverages",100.0,,low
shiv-sagar::brigade-road,Shiv Sagar,brigade road,"south indian, chinese, north indian",250.0,,low
royal-tea-house::shivajinagar,Royal Tea House,shivajinagar,north indian,100.0,,low
fortune::majestic,Fortune,majestic,south indian,300.0,,low
hyper-scoop::shanti-nagar,Hyper Scoop,shanti nagar,"desserts, ice cream",300.0,,low
safa-hotel::shivajinagar,Safa Hotel,shivajinagar,"north indian, biryani",200.0,,low
hotel-new-sagar::shivajinagar,Hotel New Sagar,shivajinagar,"north indian, chinese, biryani",300.0,,low
apsara-hotel::shivajinagar,Apsara Hotel,shivajinagar,north indian,150.0,,low
fahad-kabab-centre::frazer-town,Fahad Kabab Centre,frazer town,"kebab, chinese, biryani",150.0,,low
promac-foods::shanti-nagar,Promac Foods,shanti nagar,"north indian, south indian",250.0,,low
gowdara-naati-mane::residency-road,Gowdara Naati Mane,residency road,"south indian, biryani",600.0,,low
sudama-restaurant::ulsoor,Sudama Restaurant,ulsoor,"south indian, north indian",,,unknown
chocolate-philosophy::lavelle-road,Chocolate Philosophy,lavelle road,desserts,500.0,,low
cake-my-day::lavelle-road,Cake My Day,lavelle road,desserts,450.0,,low
delisias::brigade-road,Delisias,brigade road,bakery,400.0,,low
the-chocolate-heaven::commercial-street,The Chocolate Heaven,commercial street,"desserts, cafe",600.0,,low
bakers-77::mg-road,Bakers 77,mg road,"bakery, fast food",400.0,,low
chef-baker-s::mg-road,Chef Baker's,mg road,"bakery, desserts",,,unknown
mithai-ghar::shivajinagar,Mithai Ghar,shivajinagar,mithai,200.0,,low
robin-brown-ice-cream::shivajinagar,Robin Brown Ice Cream,shivajinagar,ice cream,200.0,,low
south-calcutta-sweets-chat::shivajinagar,South Calcutta Sweets & Chat,shivajinagar,"street food, desserts",200.0,,low
just-baked::commercial-street,Just Baked,commercial street,"bakery, desserts",400.0,,low
oven-lovin::brigade-road,Oven Lovin',brigade road,"desserts, bakery",300.0,,low
sapna-s-magic-oven::shanti-nagar,Sapna's Magic Oven,shanti nagar,bakery,200.0,,low
fixmynutrition::richmond-road,FixMyNutrition,richmond road,"salad, asian, continental, healthy food",500.0,,low
hyper-scoop::shanti-nagar,Hyper Scoop,shanti nagar,"desserts, ice cream",300.0,,low
mist-n-creams::brigade-road,Mist N Creams,brigade road,ice cream,400.0,,low
rajeev-bakery-juice::richmond-road,Rajeev Bakery & Juice,richmond road,"fast food, desserts, bakery",150.0,,low
mount-blue::brigade-road,Mount Blue,brigade road,"bakery, fast food",300.0,,low
rage-chocolatier::residency-road,Rage Chocolatier,residency road,desserts,400.0,,low
belgian-waffle::residency-road,Belgian Waffle,residency road,desserts,250.0,,low
lake-n-bake::commercial-street,Lake N Bake,commercial street,"bakery, beverages",300.0,,low
thanco-s-natural-ice-cream::infantry-road,Thanco's Natural Ice Cream,infantry road,"ice cream, desserts",450.0,,low
cafe-coffee-day::race-course-road,Cafe Coffee Day,race course road,"cafe, fast food",900.0,,medium
bombay-kulfi::brigade-road,Bombay Kulfi,brigade road,"desserts, ice cream",150.0,,low
third-wave-coffee-roasters-the-bohemian-house::richmond-road,Third Wave Coffee Roasters @ The Bohemian House,richmond road,"cafe, continental, desserts",800.0,,low
priya-bakery::wilson-garden,Priya Bakery,wilson garden,"bakery, beverages",150.0,,low
udupi-anand-bhavan-sweets::wilson-garden,Udupi Anand Bhavan Sweets,wilson garden,mithai,300.0,,low
sri-sapthagiri-sweets::city-market,Sri Sapthagiri Sweets,city market,mithai,150.0,,low
the-corner---hyatt-centric-mg-road::ulsoor,The Corner - Hyatt Centric MG Road,ulsoor,"cafe, desserts, fast food",1000.0,,medium
manhattan::lavelle-road,Manhattan,lavelle road,"american, finger food",1000.0,,medium
lazzet-lee::lavelle-road,Lazzet Lee,lavelle road,mughlai,600.0,,low
dindigul-thalappakatti::mg-road,Dindigul Thalappakatti,mg road,"biryani, chinese, north indian, south indian",800.0,,low
marzipan-the-bohemian-house::richmond-road,Marzipan @ The Bohemian House,richmond road,cafe,,4.2,unknown
mighty-small::mg-road,Mighty Small,mg road,"continental, chinese",,4.1,unknown
sri-vishnu-bhavan-veg::shanti-nagar,Sri Vishnu Bhavan Veg,shanti nagar,"south indian, north indian, chinese",250.0,,low
am-biryani-junction::richmond-road,AM Biryani Junction,richmond road,"north indian, chinese, biryani",300.0,,low
sandhya-sagar::shanti-nagar,Sandhya Sagar,shanti nagar,"north indian, chinese, south indian",300.0,,low
mehendi::residency-road,Mehendi,residency road,"north indian, chinese",700.0,,low
gowdara-naati-mane::residency-road,Gowdara Naati Mane,residency road,"south indian, biryani",600.0,,low
prawn-crunch::st-marks-road,Prawn Crunch,st. marks road,"seafood, fast food",400.0,,low
by-chance::brigade-road,By Chance,brigade road,"north indian, continental, chinese, italian",1100.0,,medium
dad-s-coffee-club::residency-road,Dad's Coffee Club,residency road,"north indian, south american, cafe",200.0,,low
magic-biryani::richmond-road,Magic Biryani,richmond road,"biryani, kebab",150.0,,low
jcl-canteen::shivajinagar,JCL Canteen,shivajinagar,south indian,100.0,,low
zuiqa-taste::richmond-road,Zuiqa Taste,richmond road,"north indian, chinese",300.0,,low
karavali-lunch-home::shanti-nagar,Karavali Lunch Home,shanti nagar,"biryani, south indian, mangalorean",300.0,,low
r-k-r-lunch-home::richmond-road,R.K.R Lunch Home,richmond road,"south indian, biryani",350.0,,low
bhartiya-jalpan::commercial-street,Bhartiya Jalpan,commercial street,"north indian, street food",700.0,,low
x-cafe::shanti-nagar,X Cafe,shanti nagar,"american, cafe, chinese, italian, desserts",400.0,,low
berrylicious-cafe::mg-road,Berrylicious Cafe,mg road,"continental, cafe, desserts, pizza, north indian, chinese, ice cream",,4.1,unknown
shiv-sagar::mg-road,Shiv Sagar,mg road,"south indian, north indian, chinese",800.0,,low
the-chocolate-heaven::commercial-street,The Chocolate Heaven,commercial street,"desserts, cafe",600.0,,low
cafe-sandarshini::shanti-nagar,Cafe Sandarshini,shanti nagar,"south indian, north indian",200.0,,low
khally-wally::mg-road,Khally Wally,mg road,"biryani, kebab",250.0,,low
sri-rama-coffee-shop::shivajinagar,Sri Rama Coffee Shop,shivajinagar,south indian,100.0,,low
new-star-hotel::shivajinagar,New Star Hotel,shivajinagar,north indian,200.0,,low
a1-ambur-biryani::shivajinagar,A1 Ambur Biryani,shivajinagar,biryani,200.0,,low
kabab-and-biryani-centre::richmond-road,Kabab and Biryani Centre,richmond road,"north indian, fast food",300.0,,low
tandoori-platter::residency-road,Tandoori Platter,residency road,north indian,450.0,,low
radhika-veg-delite::shivajinagar,Radhika Veg Delite,shivajinagar,"south indian, north indian",400.0,,low
new-ambur-biryani::shanti-nagar,New Ambur Biryani,shanti nagar,biryani,350.0,,low
hotel-select::shanti-nagar,Hotel Select,shanti nagar,south indian,250.0,,low
rolls-corner::brigade-road,Rolls Corner,brigade road,"chinese, fast food",300.0,,low
bihari-hotel::brigade-road,Bihari Hotel,brigade road,bihari,200.0,,low
indira-canteen::brigade-road,Indira Canteen,brigade road,south indian,300.0,,low
shilpa-vegetarian-restaurant::shivajinagar,Shilpa Vegetarian Restaurant,shivajinagar,"south indian, north indian, chinese",350.0,,low
pappu-bc::shivajinagar,Pappu BC,shivajinagar,"north indian, biryani",300.0,,low
chaat-chatore::mg-road,Chaat Chatore,mg road,"fast food, street food",150.0,,low
bharani-s::mg-road,Bharani's,mg road,south indian,300.0,,low
satkar-upahar::shanti-nagar,Satkar Upahar,shanti nagar,"south indian, beverages",100.0,,low
decafe::brigade-road,DeCafe,brigade road,"salad, sandwich, tea, coffee",300.0,,low
apsara-hotel::shivajinagar,Apsara Hotel,shivajinagar,north indian,150.0,,low
metro-military-hotel::shanti-nagar,Metro Military Hotel,shanti nagar,"south indian, chinese, north indian",300.0,,low
kabab-mela::shivajinagar,Kabab Mela,shivajinagar,"north indian, chinese, kebab",300.0,,low
sri-krishna-upahar::shivajinagar,Sri Krishna Upahar,shivajinagar,"south indian, chinese, juices, street food",200.0,,low
vinay-upahar::shivajinagar,Vinay Upahar,shivajinagar,"south indian, juices",200.0,,low
maiera-siddiqha-kabab-centre::shivajinagar,Maiera Siddiqha Kabab Centre,shivajinagar,"north indian, fast food",200.0,,low
vishwamitra-veg-restaurant::shivajinagar,Vishwamitra Veg Restaurant,shivajinagar,"south indian, north indian, chinese, street food",200.0,,low
shadow-kolkata-katti-rolls-momos::brigade-road,Shadow Kolkata Katti Rolls & Momos,brigade road,"rolls, chinese",250.0,,low
armani-kabab-centre::richmond-road,Armani Kabab Centre,richmond road,"north indian, fast food",300.0,,low
royal-tea-house::shivajinagar,Royal Tea House,shivajinagar,north indian,100.0,,low
shalimar-chaska::richmond-road,Shalimar Chaska,richmond road,"fast food, chinese",200.0,,low
sri-krishna-the-dhaba::richmond-road,Sri Krishna The Dhaba,richmond road,"north indian, street food, fast food",200.0,,low
ambur-hot-dum-biriyani::shivajinagar,Ambur Hot Dum Biriyani,shivajinagar,biryani,250.0,,low
madurai-hotel::commercial-street,Madurai Hotel,commercial street,south indian,150.0,,low
sri-sai-sagar-food::mg-road,Sri Sai Sagar Food,mg road,"street food, fast food, north indian",300.0,,low
night-kitchen::shivajinagar,Night Kitchen,shivajinagar,"north indian, fast food, chinese",600.0,,low
let-s-eat-desi-chinese::shanti-nagar,Let's Eat Desi Chinese,shanti nagar,chinese,300.0,,low
21-corner-haus-cafe::shanti-nagar,21 Corner Haus Cafe,shanti nagar,"north indian, chinese, biryani",300.0,,low
kerala-home-food::brigade-road,Kerala Home Food,brigade road,kerala,300.0,,low
spicy-gobi-magic::shanti-nagar,Spicy Gobi Magic,shanti nagar,"south indian, chinese, sandwich",150.0,,low
safa-hotel::shivajinagar,Safa Hotel,shivajinagar,"north indian, biryani",200.0,,low
hotel-new-sagar::shivajinagar,Hotel New Sagar,shivajinagar,"north indian, chinese, biryani",300.0,,low
crazy-pizza::brigade-road,Crazy Pizza,brigade road,"pizza, fast food",400.0,,low
sri-raghavendra-tiffin-center::shivajinagar,Sri Raghavendra Tiffin Center,shivajinagar,south indian,200.0,,low
kalpana-fast-food::richmond-road,Kalpana Fast Food,richmond road,"fast food, chinese",150.0,,low
sri-venkateshwara-vishnu-bhavan::shanti-nagar,Sri Venkateshwara Vishnu Bhavan,shanti nagar,"south indian, north indian, chinese",300.0,,low
sri-ganesh-fast-food::shanti-nagar,Sri Ganesh Fast Food,shanti nagar,"south indian, north indian, fast food",200.0,,low
brigade-paradise-hotel::brigade-road,Brigade Paradise Hotel,brigade road,"chinese, fast food, rolls",400.0,,low
nandishwara-lunch-home::shanti-nagar,Nandishwara Lunch Home,shanti nagar,south indian,100.0,,low
grahaira::commercial-street,Grahaira,commercial street,north indian,300.0,,low
kung-foods::commercial-street,Kung Foods,commercial street,chinese,500.0,,low
kung-food::commercial-street,KUNG FOOD,commercial street,chinese,400.0,,low
food-court::richmond-road,Food Court,richmond road,fast food,100.0,,low
cafe-mingoaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaas::richmond-road,Cafe MingoÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂs,richmond road,"fast food, beverages",200.0,,low
ashirwadh-delicacy::shanti-nagar,Ashirwadh Delicacy,shanti nagar,"south indian, fast food",150.0,,low
lalbagh-upahara::shanti-nagar,Lalbagh Upahara,shanti nagar,"south indian, north indian, coffee, juices, tea",100.0,,low
hotel-gowda-s::shanti-nagar,Hotel Gowda's,shanti nagar,"biryani, north indian, south indian",200.0,,low
sri-udupi-grand::brigade-road,Sri Udupi Grand,brigade road,"south indian, chinese",200.0,,low
k-b-r-fast-food::richmond-road,K.B.R Fast Food,richmond road,south indian,300.0,,low
rizq-restaurant::richmond-road,Rizq Restaurant,richmond road,biryani,150.0,,low
sri-cafe-hotel::shanti-nagar,Sri Cafe Hotel,shanti nagar,south indian,150.0,,low
desi-streat::brigade-road,Desi Streat,brigade road,"south indian, street food",400.0,,low
al-safaa-chinese-fast-food::shivajinagar,Al-Safaa Chinese Fast Food,shivajinagar,"chinese, fast food",250.0,,low
kshathriya-s-naati-junction::richmond-road,Kshathriya's Naati Junction,richmond road,south indian,250.0,,low
shiv-sagar::brigade-road,Shiv Sagar,brigade road,"south indian, chinese, north indian",250.0,,low
al-madina-restaurant::city-market,Al-Madina Restaurant,city market,nan,,3.6,unknown
atte-maneya-oota::majestic,Atte Maneya Oota,majestic,south indian,400.0,,low
rr-real-taste-of-bengaluru::majestic,RR Real Taste Of Bengaluru,majestic,south indian,200.0,,low
rr-taste-of-bangalore::majestic,RR Taste Of Bangalore,majestic,south indian,200.0,,low
mota-bawarchi::basavanagudi,Mota Bawarchi,basavanagudi,"north indian, biryani, fast food",300.0,,low
irene-s-cafe-deli---citrus-hotels::cunningham-road,Irene's Cafe & Deli - Citrus Hotels,cunningham road,cafe,1000.0,,medium
bombay-chat-house::city-market,Bombay Chat House,city market,street food,200.0,,low
new-prince-restaurant::majestic,New Prince Restaurant,majestic,"north indian, biryani",300.0,,low
niranthara::vasanth-nagar,Niranthara,vasanth nagar,north indian,600.0,,low
karnataka-chats::majestic,Karnataka Chats,majestic,street food,200.0,,low
ahmed-biriyani-corner::vasanth-nagar,Ahmed Biriyani Corner,vasanth nagar,"fast food, biryani",200.0,,low
sheetal-restaurant::majestic,Sheetal Restaurant,majestic,south indian,150.0,,low
radha-krishna-fast-food-juice-centre::majestic,Radha Krishna Fast Food & Juice Centre,majestic,"south indian, fast food, juices",200.0,,low
bismillah-ambur-biryani::vasanth-nagar,Bismillah Ambur Biryani,vasanth nagar,biryani,,,unknown
shree-sagar-veg-fast-food::majestic,Shree Sagar Veg Fast Food,majestic,south indian,150.0,,low
happie-hippies::vasanth-nagar,Happie Hippies,vasanth nagar,"mediterranean, european, healthy food",500.0,,low
aalvina-restaurant::kumaraswamy-layout,AAlvina Restaurant,kumaraswamy layout,"north indian, south indian, chinese",400.0,,low
cloud-foods::hsr,Cloud Foods,hsr,"bbq, biryani, charcoal chicken, chinese, north indian, kerala, seafood, street food",600.0,,low
hotel-sri-ganesh-prasad::majestic,Hotel Sri Ganesh Prasad,majestic,"south indian, fast food",150.0,,low
anvari-hotel-guest::majestic,Anvari Hotel & Guest,majestic,"north indian, chinese",500.0,,low
malabar-restaurant::city-market,Malabar Restaurant,city market,"north indian, chinese",500.0,,low
hotel-new-guide::city-market,Hotel New Guide,city market,south indian,200.0,,low
city-kebab-centre::city-market,City Kebab Centre,city market,"arabian, rolls, kebab",300.0,,low
hotel-sunitha::majestic,Hotel Sunitha,majestic,south indian,150.0,,low
hotel-annapurna::city-market,Hotel Annapurna,city market,south indian,150.0,,low
bismillah-royal-taj-hotel::vasanth-nagar,Bismillah Royal Taj Hotel,vasanth nagar,biryani,,,unknown
s-l-v-tiffin-room::city-market,S.L.V Tiffin Room,city market,south indian,150.0,,low
bharani-cafe::majestic,Bharani Cafe,majestic,south indian,300.0,,low
dosa-mania::hsr,Dosa Mania,hsr,"south indian, fast food",200.0,,low
fortuna-turban-tadka::uttarahalli,Fortuna Turban Tadka,uttarahalli,"chinese, north indian",300.0,,low
north-indian-food::rt-nagar,North Indian Food,rt nagar,"north indian, chinese",200.0,,low
kesar-rasoi::city-market,Kesar Rasoi,city market,"north indian, rajasthani",300.0,,low
slv-refreshments::city-market,SLV Refreshments,city market,south indian,150.0,,low
om-ganesha-juice-centre::vasanth-nagar,Om Ganesha Juice Centre,vasanth nagar,"juices, fast food",100.0,,low
al-madina-family-restaurant::city-market,Al Madina Family Restaurant,city market,"north indian, south indian, arabian",500.0,,low
vinus-foods::vasanth-nagar,Vinus Foods,vasanth nagar,south indian,300.0,,low
sai-sagar::city-market,Sai Sagar,city market,"south indian, north indian",250.0,,low
new-grand-hotel::city-market,New Grand Hotel,city market,"north indian, biryani",200.0,,low
arham-s-resto::vasanth-nagar,Arham's Resto,vasanth nagar,"chinese, north indian, fast food",250.0,,low
kerala-food::vasanth-nagar,Kerala Food,vasanth nagar,"south indian, chinese, north indian",200.0,,low
hotel-vijaya-vihar::city-market,Hotel Vijaya Vihar,city market,south indian,150.0,,low
sri-mahalakshmi-hotel::majestic,Sri Mahalakshmi Hotel,majestic,south indian,150.0,,low
swagath-restaurant::majestic,Swagath Restaurant,majestic,"south indian, north indian, chinese, beverages",400.0,,low
eatwater::lavelle-road,EatWater,lavelle road,north eastern,,4.2,unknown
manhattan::lavelle-road,Manhattan,lavelle road,"american, finger food",1000.0,,medium
mighty-small::mg-road,Mighty Small,mg road,"continental, chinese",,4.1,unknown
the-brew-witch-club::mg-road,The Brew Witch Club,mg road,"finger food, continental",1000.0,,medium
rasta::church-street,Rasta,church street,"continental, cafe",1000.0,,medium
z-bar::infantry-road,Z-Bar,infantry road,"finger food, north indian",1500.0,,medium
roof-top-gastro-bar::ulsoor,Roof Top Gastro Bar,ulsoor,"finger food, continental, american, chinese",2000.0,,medium
kaffee-klatsch::malleshwaram,Kaffee Klatsch,malleshwaram,cafe,300.0,,low
blue-nile-coffee-shop::seshadripuram,Blue Nile Coffee Shop,seshadripuram,cafe,600.0,,low
the-happy-vegetarian::basaveshwara-nagar,The Happy Vegetarian,basaveshwara nagar,"north indian, chinese, south indian",600.0,,low
kolkata-famous-kati-roll::basaveshwara-nagar,Kolkata Famous Kati Roll,basaveshwara nagar,fast food,150.0,,low
slurpy-shakes::malleshwaram,Slurpy Shakes,malleshwaram,beverages,300.0,,low
cheesy-bites::new-bel-road,Cheesy Bites,new bel road,"chinese, fast food, italian",200.0,,low
mitraa-da-pizza::rajajinagar,Mitraa Da Pizza,rajajinagar,"fast food, pizza",250.0,,low
raj-bhog::rajajinagar,Raj Bhog,rajajinagar,"north indian, fast food",500.0,,low
house-of-candy::malleshwaram,House Of Candy,malleshwaram,desserts,200.0,,low
alif-hotel::yeshwantpur,Alif Hotel,yeshwantpur,"north indian, chinese, mughlai",400.0,,low
food-singh::sanjay-nagar,Food Singh,sanjay nagar,north indian,500.0,,low
chination::sanjay-nagar,Chination,sanjay nagar,chinese,600.0,,low
house-of-candy::malleshwaram,House Of Candy,malleshwaram,desserts,200.0,,low
karnataka-biryani-point::rajajinagar,Karnataka Biryani Point,rajajinagar,"biryani, kebab",250.0,,low
sethi-s::sanjay-nagar,Sethi's,sanjay nagar,"north indian, chinese",600.0,,low
sweetie-celebrations-cafe::new-bel-road,Sweetie Celebrations Cafe,new bel road,"desserts, beverages",300.0,,low
yumjar::malleshwaram,Yumjar,malleshwaram,"fast food, beverages, desserts",300.0,,low
robin-brown-ice-creams::frazer-town,Robin Brown Ice Creams,frazer town,desserts,250.0,,low
niranthara::vasanth-nagar,Niranthara,vasanth nagar,north indian,600.0,,low
cafe-frying-wagon::seshadripuram,Cafe Frying Wagon,seshadripuram,"chinese, rolls",400.0,,low
chaska-inn::new-bel-road,Chaska Inn,new bel road,"north indian, chinese, arabian",300.0,,low
masale-daan::rajajinagar,Masale Daan,rajajinagar,north indian,350.0,,low
the-juice-station::rajajinagar,The Juice Station,rajajinagar,"juices, sandwich, burger, beverages, continental",200.0,,low
sri-sai-fast-food::new-bel-road,Sri Sai Fast Food,new bel road,south indian,100.0,,low
banashankari-restaurant::new-bel-road,Banashankari Restaurant,new bel road,south indian,400.0,,low
kushi-meals::rajajinagar,Kushi Meals,rajajinagar,fast food,200.0,,low
swadh-biryani-tandoori-spot::malleshwaram,Swadh Biryani Tandoori Spot,malleshwaram,"biryani, fast food",200.0,,low
sri-gajanana-fruit-juice-center::new-bel-road,Sri Gajanana Fruit Juice Center,new bel road,"juices, fast food",150.0,,low
bangalore-city-flowers-and-cakes::malleshwaram,Bangalore City Flowers And Cakes,malleshwaram,bakery,200.0,,low
vijayalakshmi-veg::malleshwaram,Vijayalakshmi Veg,malleshwaram,south indian,200.0,,low
samosa-singh::malleshwaram,Samosa Singh,malleshwaram,"street food, beverages",150.0,,low
lassi-zone::malleshwaram,Lassi Zone,malleshwaram,"beverages, juices, ice cream",200.0,,low
fnp-cakes-n-more::malleshwaram,Fnp Cakes 'N' More,malleshwaram,bakery,150.0,,low
