id,name,location,cuisine,avg_cost_for_two,rating,budget_band
coconadu::koramangala-7th-block,Coconadu,koramangala 7th block,"kerala, konkan",400.0,3.7,low
slv-restaurant::jp-nagar,SLV Restaurant,jp nagar,"south indian, north indian, chinese",300.0,4.2,low
udupi-grand::koramangala-7th-block,Udupi Grand,koramangala 7th block,"south indian, north indian, chinese",300.0,2.8,low
chaai-bee::koramangala-7th-block,CHAAI BEE,koramangala 7th block,"beverages, fast food, street food",250.0,3.5,low
cool-lassi-burger::koramangala-5th-block,Cool Lassi Burger,koramangala 5th block,"beverages, fast food, burger",200.0,3.1,low
malnad-military-hotel::koramangala-7th-block,Malnad Military Hotel,koramangala 7th block,"south indian, chinese",500.0,3.8,low
sri-vinayaka-andhra-mess::koramangala-5th-block,Sri Vinayaka Andhra Mess,koramangala 5th block,andhra,300.0,3.3,low
bakimo::koramangala-5th-block,Bakimo,koramangala 5th block,continental,850.0,3.5,medium
daily-bread::koramangala-4th-block,Daily Bread,koramangala 4th block,"bakery, fast food, italian",600.0,2.8,low
desi-dhaba::koramangala-7th-block,Desi Dhaba,koramangala 7th block,"north indian, chinese, rolls",300.0,3.7,low
sri-krishna-sagar::koramangala-7th-block,Sri Krishna Sagar,koramangala 7th block,south indian,300.0,3.5,low
malabar-coastal-cuisine::koramangala-7th-block,Malabar Coastal Cuisine,koramangala 7th block,kerala,550.0,3.6,low
chai-chowk::koramangala-7th-block,Chai Chowk,koramangala 7th block,"chinese, fast food",200.0,3.8,low
hotel-paradise::jayanagar,Hotel Paradise,jayanagar,fast food,200.0,3.3,low
waikiki::jp-nagar,Waikiki,jp nagar,"fast food, beverages",200.0,3.2,low
h3o::koramangala-4th-block,H3O,koramangala 4th block,"north indian, chinese",1000.0,3.3,medium
ambur-biryani-hotel::koramangala-1st-block,Ambur Biryani Hotel,koramangala 1st block,biryani,200.0,3.2,low
shree-nandini-andhra-mess::koramangala-5th-block,Shree Nandini Andhra Mess,koramangala 5th block,andhra,150.0,3.3,low
juice-buzz::jp-nagar,Juice Buzz,jp nagar,juices,200.0,3.1,low
falafel-s---the-lebanese-haus::koramangala-7th-block,Falafel's - The Lebanese Haus,koramangala 7th block,lebanese,300.0,2.9,low
dadaba-s::jayanagar,Dadaba's,jayanagar,fast food,300.0,3.3,low
cafe-bollywood::jp-nagar,Cafe Bollywood,jp nagar,street food,200.0,3.4,low
cool-point::koramangala-5th-block,Cool Point,koramangala 5th block,"juices, fast food",100.0,3.2,low
fahad-hotel::jayanagar,Fahad Hotel,jayanagar,fast food,200.0,3.3,low
combo-king-paramount::jayanagar,Combo King Paramount,jayanagar,"chinese, kerala",500.0,3.1,low
krupa-sagar::koramangala-5th-block,Krupa Sagar,koramangala 5th block,"north indian, south indian, chinese, street food",300.0,3.2,low
egg-house::koramangala-5th-block,Egg House,koramangala 5th block,"continental, italian, fast food",400.0,2.9,low
dry-dock-cafe::koramangala-5th-block,Dry Dock Cafe,koramangala 5th block,"street food, tea",200.0,3.6,low
rolls-on-wheel::koramangala-5th-block,Rolls On Wheel,koramangala 5th block,"fast food, rolls",300.0,3.0,low
chowk-tea-stall::koramangala-7th-block,Chowk Tea Stall,koramangala 7th block,"street food, tea",100.0,3.4,low
jayanthi-sagar::koramangala-5th-block,Jayanthi Sagar,koramangala 5th block,"south indian, north indian, chinese",200.0,3.1,low
biryani-point::bommanahalli,Biryani Point,bommanahalli,biryani,250.0,3.2,low
sulaimani-chai::koramangala-5th-block,Sulaimani Chai,koramangala 5th block,"fast food, beverages",100.0,3.8,low
khan-saheb-grills-and-rolls::hosur-road,Khan Saheb Grills and Rolls,hosur road,"fast food, rolls",350.0,3.8,low
sri-ganesh-juice-corner::koramangala-5th-block,Sri Ganesh Juice Corner,koramangala 5th block,"juices, fast food",150.0,3.0,low
mynt---the-taj-west-end::race-course-road,Mynt - The Taj West End,race course road,"italian, north indian, lebanese",2500.0,4.1,high
coastal-creek::vasanth-nagar,Coastal Creek,vasanth nagar,"north indian, continental, south indian",600.0,3.3,low
starbucks::church-street,Starbucks,church street,"cafe, desserts",700.0,4.1,low
cafe-coffee-day-the-square::lavelle-road,Cafe Coffee Day The Square,lavelle road,cafe,1100.0,4.1,medium
banbay::vasanth-nagar,BanBay,vasanth nagar,"cafe, modern indian, pizza, burger, desserts",1100.0,4.0,medium
smally-s-resto-cafe::ulsoor,Smally's Resto Cafe,ulsoor,"cafe, italian, burger, american, steak",650.0,4.1,low
domino-s-pizza::shanti-nagar,Domino's Pizza,shanti nagar,"pizza, fast food",400.0,3.7,low
pathaan-sir::indiranagar,Pathaan Sir,indiranagar,"fast food, rolls, momos",250.0,3.3,low
sweet-truth::vasanth-nagar,Sweet Truth,vasanth nagar,"bakery, desserts",500.0,3.7,low
mcdonald-s::ulsoor,McDonald's,ulsoor,"burger, fast food",500.0,3.8,low
lassi-shop::church-street,Lassi Shop,church street,"beverages, ice cream",200.0,3.9,low
keventers::commercial-street,Keventers,commercial street,"desserts, beverages, ice cream",400.0,3.8,low
caferia::frazer-town,Caferia,frazer town,"fast food, street food",200.0,3.3,low
maravanthe::indiranagar,Maravanthe,indiranagar,"seafood, mangalorean",1000.0,4.4,medium
hatti-kaapi::brigade-road,Hatti Kaapi,brigade road,"south indian, beverages",200.0,3.9,low
kanti-sweets::cunningham-road,Kanti Sweets,cunningham road,"mithai, street food",400.0,3.6,low
mangalore-pearl---seafood-restaurant::frazer-town,Mangalore pearl - Seafood Restaurant,frazer town,"mangalorean, seafood",700.0,4.3,low
gelato-italiano::ulsoor,Gelato Italiano,ulsoor,"ice cream, bakery, desserts",200.0,2.9,low
chung-s-chinese-corner::indiranagar,Chung's Chinese Corner,indiranagar,chinese,700.0,2.7,low
chai-point::cunningham-road,Chai Point,cunningham road,"tea, beverages, fast food",250.0,3.8,low
fullyfilled::indiranagar,Fullyfilled,indiranagar,"sandwich, fast food, momos",200.0,4.0,low
the-yogisthaan-cafe::indiranagar,The Yogisthaan Cafe,indiranagar,"cafe, healthy food, salad, beverages",600.0,4.2,low
millers-46::vasanth-nagar,Millers 46,vasanth nagar,"american, continental, steak",1100.0,4.4,medium
samrat-restaurant::race-course-road,Samrat Restaurant,race course road,"south indian, north indian",600.0,4.1,low
camp-tandoor::ulsoor,CAMP TANDOOR,ulsoor,north indian,300.0,3.7,low
raidan-restaurant::frazer-town,Raidan Restaurant,frazer town,"arabian, chinese, fast food",600.0,3.9,low
nandhini-deluxe::frazer-town,Nandhini Deluxe,frazer town,north indian,600.0,3.6,low
aroma-of-asia::frazer-town,Aroma Of Asia,frazer town,"fast food, momos",400.0,3.9,low
rolls-on-wheels::cunningham-road,Rolls On Wheels,cunningham road,"fast food, rolls, momos",200.0,3.7,low
grand-spicy-restaurant::cunningham-road,Grand Spicy Restaurant,cunningham road,"north indian, mughlai, chinese",700.0,3.6,low
lickity-garden::frazer-town,Lickity Garden,frazer town,"continental, mexican, biryani, italian, chinese, arabian, steak",750.0,3.2,low
china-hut::frazer-town,China Hut,frazer town,chinese,500.0,3.8,low
shanthi-sagar-deluxe::frazer-town,Shanthi Sagar Deluxe,frazer town,"south indian, north indian, fast food",500.0,2.7,low
spicy-restaurant::vasanth-nagar,Spicy Restaurant,vasanth nagar,"north indian, chinese",400.0,3.0,low
kinara-tiffany::vasanth-nagar,Kinara Tiffany,vasanth nagar,south indian,100.0,3.6,low
painted-platters::ulsoor,Painted Platters,ulsoor,"bakery, desserts",300.0,3.9,low
little-paramount-restaurants::vasanth-nagar,Little Paramount Restaurants,vasanth nagar,"mughlai, north indian",400.0,3.6,low
goli-vada-pav-no-1::mg-road,Goli Vada Pav NO.1,mg road,street food,200.0,3.4,low
baskin-robbins::vasanth-nagar,Baskin Robbins,vasanth nagar,"ice cream, desserts",250.0,3.1,low
khan-saheb-grills-and-rolls::commercial-street,Khan Saheb Grills and Rolls,commercial street,"fast food, rolls",350.0,3.9,low
cafe-coffee-day::lavelle-road,Cafe Coffee Day,lavelle road,"cafe, fast food",650.0,2.9,low
rotti-mane::indiranagar,Rotti Mane,indiranagar,south indian,200.0,3.6,low
sunny-side-bistro::frazer-town,Sunny Side Bistro,frazer town,"cafe, continental",700.0,3.8,low
chung-wah::frazer-town,Chung Wah,frazer town,"chinese, thai, momos, vietnamese",800.0,3.9,low
ganesh-food-joint::frazer-town,Ganesh Food Joint,frazer town,"south indian, north indian, chinese",200.0,3.7,low
a2b---adyar-ananda-bhavan::ulsoor,A2B - Adyar Ananda Bhavan,ulsoor,"south indian, north indian, chinese, street food, fast food",400.0,2.9,low
tasty-king::rt-nagar,Tasty King,rt nagar,"south indian, north indian, chinese",400.0,3.4,low
lazeez-xpress::vasanth-nagar,Lazeez Xpress,vasanth nagar,"north indian, mughlai, biryani",650.0,3.4,low
chowmein::seshadripuram,Chowmein,seshadripuram,"north indian, chinese, thai, momos",600.0,4.0,low
curries-and-pickles::indiranagar,Curries And Pickles,indiranagar,"andhra, north indian, biryani",250.0,3.8,low
arina-s::frazer-town,Arina's,frazer town,"fast food, chinese",250.0,3.3,low
desi-vdesi::church-street,Desi Vdesi,church street,"fast food, north indian, rolls",250.0,3.9,low
debby-s-kitchen::frazer-town,Debby's Kitchen,frazer town,"modern indian, american, chinese",250.0,3.6,low
baskin-robbins::church-street,Baskin Robbins,church street,"ice cream, desserts",250.0,3.5,low
keventers::lavelle-road,Keventers,lavelle road,"desserts, beverages, ice cream",400.0,3.9,low
sreeraj-lassi-bar::shivajinagar,Sreeraj Lassi Bar,shivajinagar,"beverages, desserts",150.0,3.9,low
sri-rama-vilas-sweets::majestic,Sri Rama Vilas Sweets,majestic,"mithai, desserts",150.0,3.8,low
kc-das---sweet-bite::frazer-town,KC Das - Sweet Bite,frazer town,"mithai, street food",200.0,3.5,low
shilpa-gulati-s-desserts::cunningham-road,Shilpa Gulati's Desserts,cunningham road,bakery,600.0,3.6,low
the-bakery-world::frazer-town,The Bakery World,frazer town,"bakery, desserts",250.0,3.2,low
pizza-hut::church-street,Pizza Hut,church street,"pizza, fast food",750.0,3.7,low
watson-s::ulsoor,Watson's,ulsoor,"finger food, salad, chinese, continental",1300.0,4.2,medium
wow-momo::mg-road,WOW Momo,mg road,"tibetan, momos",400.0,3.5,low
mcdonald-s::mg-road,McDonald's,mg road,"burger, fast food",500.0,3.9,low
burger-king::commercial-street,Burger King,commercial street,"burger, fast food, beverages",600.0,3.9,low
blue-ginger---the-taj-west-end::race-course-road,Blue Ginger - The Taj West End,race course road,vietnamese,3200.0,4.4,high
masala-klub---the-taj-west-end::race-course-road,Masala Klub - The Taj West End,race course road,"north indian, south indian",4000.0,4.4,high
blue-bar---the-taj-west-end::race-course-road,Blue Bar - The Taj West End,race course road,continental,2500.0,4.0,high
gangotree::race-course-road,Gangotree,race course road,street food,150.0,3.8,low
shahi-kabab::frazer-town,Shahi Kabab,frazer town,rolls,200.0,3.8,low
calcutta-chats::vasanth-nagar,Calcutta Chats,vasanth nagar,north indian,200.0,3.6,low
halli-mane-food-court::frazer-town,Halli Mane Food Court,frazer town,south indian,100.0,3.5,low
kerala-foods::vasanth-nagar,Kerala Foods,vasanth nagar,kerala,250.0,3.5,low
lobby-cafe---radha-regent::electronic-city,Lobby Cafe - Radha Regent,electronic city,"continental, american, south indian, italian, north indian, chinese",1200.0,3.7,medium
the-big-barbeque::electronic-city,The Big Barbeque,electronic city,"bbq, north indian, continental, chinese",1500.0,4.7,medium
fire-station::electronic-city,Fire Station,electronic city,"continental, mexican, burger, desserts, italian, pizza, north indian, chinese",1200.0,4.4,medium
barbeque-nation::electronic-city,Barbeque Nation,electronic city,"north indian, european, mediterranean, bbq, kebab",1600.0,4.3,medium
onesta::electronic-city,Onesta,electronic city,"pizza, cafe, italian",600.0,4.5,low
time-traveller---sai-vishram::electronic-city,Time Traveller - Sai Vishram,electronic city,"continental, north indian, south indian, chinese",1100.0,4.2,medium
24-43---the-oterra::electronic-city,24@43 - The Oterra,electronic city,"north indian, asian, continental",3000.0,4.1,high
citrus-cafe---lemon-tree-hotel::electronic-city,Citrus Cafe - Lemon Tree Hotel,electronic city,"north indian, continental, south indian",2200.0,3.9,high
keys-cafe---keys-hotel::electronic-city,Keys Cafe - Keys Hotel,electronic city,"chinese, continental, north indian",1200.0,3.8,medium
bazaar---zone-by-the-park::electronic-city,Bazaar - Zone By The Park,electronic city,"continental, south indian, north indian, asian",1400.0,4.0,medium
fishing-boat---hotel-goyal-residency::electronic-city,Fishing Boat - Hotel Goyal Residency,electronic city,"seafood, north indian, chinese, biryani",800.0,3.9,low
soul-indian-specialty---svenska-design-hotel::electronic-city,Soul Indian Specialty - Svenska Design Hotel,electronic city,"north indian, south indian, asian, italian, continental",2000.0,3.7,medium
melange---hotel-ekaa::electronic-city,Melange - Hotel Ekaa,electronic city,"north indian, chinese, continental, mangalorean",900.0,3.2,medium
spotlight---the-golden-tulip::electronic-city,Spotlight - The Golden Tulip,electronic city,"north indian, chinese, continental",850.0,2.5,medium
ritz::electronic-city,Ritz,electronic city,"north indian, chinese, thai, continental",800.0,3.5,low
it-s-mirchi---ramee-guestline-hotels::electronic-city,It's Mirchi - Ramee Guestline Hotels,electronic city,"continental, mughlai",1600.0,3.1,medium
the-dining-table---sahar-pavillion::electronic-city,The Dining Table - Sahar Pavillion,electronic city,"chinese, continental, north indian, pizza, south indian",1500.0,3.7,medium
seven-spices---manipal-county::electronic-city,Seven Spices - Manipal County,electronic city,"north indian, chinese, continental",900.0,2.8,medium
bamboo-shades::electronic-city,Bamboo Shades,electronic city,"charcoal chicken, chinese, north indian, juices, desserts, seafood, south indian",1000.0,2.8,medium
brunch-munch---hotel-millennium-plaza::electronic-city,Brunch & Munch - Hotel Millennium Plaza,electronic city,"north indian, chinese, mangalorean, andhra",1200.0,3.5,medium
cafe-happytizing::electronic-city,Cafe Happytizing,electronic city,"cafe, sandwich, pizza, north indian, mexican",700.0,4.1,low
biggies-burger-n-more::electronic-city,Biggies Burger 'n' More,electronic city,"cafe, burger, beverages",650.0,3.9,low
this-cafe-has-no-name-cafe::electronic-city,This Cafe Has No Name Cafe,electronic city,"cafe, beverages",500.0,3.2,low
she-brews::electronic-city,She Brews,electronic city,"cafe, continental, thai, chinese",400.0,3.8,low
rags-on-fire::electronic-city,Rags on Fire,electronic city,cafe,600.0,3.1,low
cafe-crumb-z::electronic-city,Cafe Crumb'z,electronic city,"cafe, beverages, fast food",300.0,3.3,low
chef-baker-s::electronic-city,Chef Baker's,electronic city,"bakery, fast food, pizza, burger, cafe",600.0,3.8,low
cuppa::electronic-city,Cuppa,electronic city,"cafe, fast food, continental",700.0,3.0,low
manasa-cool-cafe::electronic-city,Manasa Cool Cafe,electronic city,"fast food, juices, cafe, desserts",300.0,3.2,low
entree-cafe::electronic-city,Entree cafe,electronic city,"cafe, bakery, desserts",400.0,3.7,low
cafe-coffee-day::electronic-city,Cafe Coffee Day,electronic city,"cafe, fast food",900.0,3.7,medium
magic-oven::electronic-city,Magic Oven,electronic city,"cafe, desserts",400.0,4.0,low
the-hungry-shark-cafe::electronic-city,The Hungry Shark Cafe,electronic city,"cafe, continental, beverages",700.0,3.9,low
ka-51-restocafe::electronic-city,KA 51 Restocafe,electronic city,"cafe, mughlai",650.0,3.9,low
cafe-highrangers::electronic-city,Cafe HIGHRANGERS,electronic city,"cafe, fast food, chinese",400.0,3.3,low
24-hours-coffee-drop---la-classic::electronic-city,24 Hours Coffee Drop - La Classic,electronic city,cafe,800.0,3.4,low
the-chocolate-room::electronic-city,The Chocolate Room,electronic city,"cafe, beverages",600.0,2.8,low
lassi-adda::electronic-city,Lassi Adda,electronic city,"beverages, sandwich, fast food",200.0,4.0,low
sitaar::electronic-city,Sitaar,electronic city,"north indian, chinese",800.0,3.8,low
freshmenu::south-bangalore,FreshMenu,south bangalore,"healthy food, chinese, biryani, north indian, continental, salad, american, burger",450.0,3.0,low
the-good-bowl::electronic-city,The Good Bowl,electronic city,"italian, north indian, biryani",500.0,3.9,low
lassi-resto-cafe::electronic-city,Lassi Resto Cafe,electronic city,"beverages, fast food",200.0,3.7,low
delhi-base-sri-food-court::electronic-city,Delhi Base Sri Food Court,electronic city,"north indian, south indian, chinese, street food",250.0,3.9,low
wakhra-swaad::electronic-city,Wakhra Swaad,electronic city,"north indian, biryani, rolls, beverages",300.0,3.4,low
indian-food-court::electronic-city,Indian Food Court,electronic city,"north indian, chinese, fast food",400.0,3.8,low
maa-reddy-s-hyderabadi-biryani-house::electronic-city,Maa Reddy's Hyderabadi Biryani House,electronic city,"biryani, andhra, north indian",500.0,3.0,low
fresh-n-grills::electronic-city,Fresh 'N' Grills,electronic city,"sandwich, salad, north indian, chinese",500.0,3.2,low
new-punjabi-food-corner::electronic-city,New Punjabi Food Corner,electronic city,"north indian, chinese",500.0,4.0,low
box8--desi-meals::electronic-city,BOX8- Desi Meals,electronic city,"north indian, mughlai, fast food",500.0,4.2,low
swad-e-punjab::electronic-city,Swad 'E' Punjab,electronic city,"north indian, chinese, mughlai",500.0,3.6,low
popular-burger::electronic-city,Popular Burger,electronic city,"fast food, burger",200.0,4.1,low
moriz-restaurant::electronic-city,Moriz Restaurant,electronic city,"arabian, seafood, north indian, chinese, bbq, biryani, beverages",700.0,3.1,low
desi-dhaba::electronic-city,Desi Dhaba,electronic city,"chinese, north indian",300.0,3.8,low
amaravathi-mess::electronic-city,Amaravathi Mess,electronic city,"andhra, biryani",400.0,3.6,low
burger-king::electronic-city,Burger King,electronic city,"burger, fast food, beverages",600.0,3.8,low
godavari-delights::electronic-city,Godavari Delights,electronic city,"andhra, biryani",700.0,3.5,low
dine-garden-family-restaurant::electronic-city,Dine Garden Family Restaurant,electronic city,"biryani, south indian, north indian, chinese",400.0,3.5,low
insomniac-s-delight::electronic-city,Insomniac's Delight,electronic city,"fast food, north indian",300.0,4.0,low
lassi-corner::electronic-city,Lassi Corner,electronic city,"beverages, desserts",300.0,3.5,low
paradise::electronic-city,Paradise,electronic city,"biryani, north indian, kebab",800.0,4.0,low
biryani-darbar::electronic-city,Biryani Darbar,electronic city,"biryani, mughlai, north indian",800.0,3.6,low
sri-pillaiyar-bhavan::electronic-city,Sri Pillaiyar Bhavan,electronic city,chettinad,300.0,4.0,low
parathe-wali-gali::electronic-city,Parathe Wali Gali,electronic city,"north indian, chinese",250.0,3.6,low
faasos::hosur-road,Faasos,hosur road,"north indian, biryani, fast food",500.0,4.0,low
king::electronic-city,King,electronic city,"north indian, chinese",300.0,3.7,low
behrouz-biryani::electronic-city,Behrouz Biryani,electronic city,biryani,650.0,4.1,low
subway::electronic-city,Subway,electronic city,"salad, fast food",600.0,3.9,low
new-udupi-palace::electronic-city,New Udupi Palace,electronic city,"south indian, north indian, chinese, street food",350.0,3.8,low
hyderabadi-spice::electronic-city,Hyderabadi Spice,electronic city,"hyderabadi, andhra, chinese, biryani",400.0,4.0,low
kfc::electronic-city,KFC,electronic city,"burger, fast food",450.0,3.9,low
pallavi-restaurant::electronic-city,Pallavi Restaurant,electronic city,"biryani, chinese, andhra",500.0,3.8,low
foodies-family-restaurant::electronic-city,Foodies Family Restaurant,electronic city,"north indian, chinese",300.0,3.4,low
kolkata-kitchen::electronic-city,Kolkata Kitchen,electronic city,"north indian, fast food, biryani",400.0,3.2,low
4foodiez::electronic-city,4Foodiez,electronic city,"south indian, north indian, chinese",300.0,3.7,low
salted-chilli::electronic-city,Salted Chilli,electronic city,"biryani, north indian, chinese",600.0,3.7,low
curries-pickles::electronic-city,Curries & Pickles,electronic city,"andhra, biryani, chinese",400.0,3.4,low
thalassery-restaurant::electronic-city,Thalassery Restaurant,electronic city,"kerala, biryani, south indian, north indian, chinese, seafood, juices",600.0,3.8,low
mdp-coffee-house::electronic-city,MDP Coffee House,electronic city,south indian,200.0,3.8,low
hot-attack::electronic-city,Hot Attack,electronic city,"north indian, chinese, biryani",400.0,3.6,low
china-garden::electronic-city,China Garden,electronic city,"chinese, north indian",300.0,3.6,low
kaaram::electronic-city,Kaaram,electronic city,"andhra, biryani",500.0,3.4,low
hyderabad-magic::electronic-city,Hyderabad Magic,electronic city,"hyderabadi, chinese, biryani, arabian",400.0,3.8,low
sri-manjunatha-foods::electronic-city,Sri Manjunatha Foods,electronic city,"south indian, north indian, chinese",250.0,3.6,low
hyderabadi-biryaani-hub::electronic-city,Hyderabadi Biryaani Hub,electronic city,"biryani, fast food",300.0,2.7,low
ruposhi-bangla::electronic-city,Ruposhi Bangla,electronic city,"bengali, chinese, north indian, seafood",400.0,4.0,low
foodies-express::electronic-city,Foodies Express,electronic city,"chinese, north indian, arabian, biryani",400.0,3.7,low
pizza-hut::electronic-city,Pizza Hut,electronic city,"pizza, fast food",750.0,3.2,low
pizza-republic::electronic-city,Pizza Republic,electronic city,"pizza, fast food",500.0,3.8,low
nainital-north-indian-restaurant::electronic-city,Nainital North Indian Restaurant,electronic city,north indian,400.0,3.5,low
pure-punjabi::electronic-city,Pure Punjabi,electronic city,"chinese, north indian, fast food",450.0,3.4,low
7-days-restaurant::electronic-city,7 Days Restaurant,electronic city,"north indian, chinese, arabian",400.0,3.8,low
eat-n-meet::electronic-city,Eat N Meet,electronic city,"kerala, south indian, north indian, chinese, beverages",500.0,2.7,low
lakshmi-rayalaseema-ruchilu::electronic-city,Lakshmi Rayalaseema Ruchilu,electronic city,"biryani, south indian, chinese",600.0,3.0,low
goli-vada-pav-no-1::electronic-city,Goli Vada Pav No. 1,electronic city,street food,150.0,2.9,low
frozen-bottle::electronic-city,Frozen Bottle,electronic city,"beverages, desserts",400.0,4.1,low
vijayawada-heights::electronic-city,Vijayawada Heights,electronic city,north indian,600.0,2.9,low
chai-point::electronic-city,Chai Point,electronic city,"tea, beverages, fast food",250.0,3.9,low
lassi-mania::electronic-city,Lassi Mania,electronic city,"beverages, juices",200.0,3.6,low
doof::electronic-city,Doof,electronic city,"fast food, beverages",450.0,4.0,low
pimento::electronic-city,Pimento,electronic city,"chinese, fast food, italian",400.0,3.7,low
barbeque-delight::electronic-city,Barbeque Delight,electronic city,"arabian, kerala, biryani, south indian, chinese, bbq",650.0,3.4,low
the-rasoiya-street::electronic-city,The Rasoiya Street,electronic city,"north indian, continental, mediterranean, chinese",800.0,4.2,low
ruchi-sagar::electronic-city,Ruchi Sagar,electronic city,"south indian, north indian, chinese, juices",250.0,4.0,low
new-andhra-house::electronic-city,New Andhra House,electronic city,"andhra, biryani, chinese, north indian",450.0,3.7,low
andhra-food-cafe-afc::electronic-city,Andhra Food Cafe (AFC),electronic city,"andhra, north indian, south indian",250.0,3.3,low
firangi-bake::electronic-city,Firangi Bake,electronic city,"mexican, italian",600.0,4.1,low
india-garden::electronic-city,India Garden,electronic city,"north indian, chinese, fast food, beverages",550.0,3.3,low
royal-bengal-corner::electronic-city,Royal Bengal Corner,electronic city,"chinese, fast food, north indian, rolls",250.0,3.8,low
tikka-kebab::electronic-city,Tikka Kebab,electronic city,"kebab, north indian, chinese",250.0,3.7,low
the-pastry-house::electronic-city,The Pastry House,electronic city,"bakery, desserts",400.0,3.8,low
sri-krishna-sagar::electronic-city,Sri Krishna Sagar,electronic city,"south indian, north indian",300.0,3.5,low
laddoos::electronic-city,Laddoos,electronic city,"north indian, street food, mithai",250.0,4.0,low
andhra-kitchen::electronic-city,Andhra Kitchen,electronic city,andhra,400.0,3.9,low
food-ras::electronic-city,Food Ras,electronic city,"north indian, chinese, japanese, european, seafood",900.0,4.3,medium
ubq-by-barbeque-nation::electronic-city,UBQ by Barbeque Nation,electronic city,"north indian, bbq, biryani, kebab",450.0,3.6,low
ovenstory-pizza::hosur-road,Ovenstory Pizza,hosur road,pizza,750.0,4.0,low
notebook-food-court::electronic-city,Notebook Food Court,electronic city,"chinese, north indian, rolls",300.0,4.0,low
11-to-11-express-biriyanis::electronic-city,11 to 11 Express Biriyanis,electronic city,"biryani, kebab",300.0,3.5,low
magic-bowl::electronic-city,Magic Bowl,electronic city,"north indian, chinese, arabian, mughlai",700.0,3.6,low
maa-tara-hotel::electronic-city,Maa Tara Hotel,electronic city,"chinese, north indian",400.0,3.8,low
ny-pizza-waffles::electronic-city,NY Pizza & Waffles,electronic city,"pizza, desserts",400.0,3.1,low
sweet-truth::electronic-city,Sweet Truth,electronic city,"bakery, desserts",500.0,3.9,low
just-fresh-point::electronic-city,Just Fresh Point,electronic city,"street food, american, sandwich, fast food, beverages, burger, desserts, pizza",300.0,4.0,low
khana-khazana::electronic-city,Khana Khazana,electronic city,north indian,300.0,3.6,low
mad-belgian-waffles::electronic-city,MAD Belgian Waffles,electronic city,desserts,250.0,3.8,low
pan-s-aroma::electronic-city,Pan's Aroma,electronic city,"bengali, biryani, north indian, chinese, fast food",400.0,2.9,low
bawarchi-restaurant::electronic-city,Bawarchi Restaurant,electronic city,"north indian, chinese, biryani, rolls",400.0,2.7,low
ande-ka-funda::electronic-city,Ande Ka Funda,electronic city,"north indian, fast food, rolls",200.0,3.4,low
samosa-singh::electronic-city,Samosa Singh,electronic city,"street food, beverages",150.0,4.0,low
biriyani-zone::electronic-city,Biriyani Zone,electronic city,"biryani, north indian, chinese, seafood",800.0,3.9,low
volga-restaurant::electronic-city,Volga Restaurant,electronic city,"north indian, chinese, middle eastern",500.0,3.7,low
the-elaichi-restaurant::electronic-city,The Elaichi Restaurant,electronic city,"north indian, asian, continental, bengali, momos",700.0,3.6,low
nandanam-restaurant::electronic-city,Nandanam Restaurant,electronic city,"north indian, south indian",400.0,3.8,low
bangalore-agarwal-bhavan::electronic-city,Bangalore Agarwal Bhavan,electronic city,"north indian, street food, mithai, chinese",500.0,3.6,low
chai-cafe::electronic-city,Chai Cafe,electronic city,"fast food, rolls",300.0,3.6,low
sila-restaurant::electronic-city,Sila Restaurant,electronic city,"chinese, seafood, north indian, biryani, desserts",750.0,3.8,low
vms-star-biriyani::electronic-city,VMS Star Biriyani,electronic city,"biryani, north indian",500.0,3.2,low
parampara---the-veg-kitchen::electronic-city,Parampara - The Veg Kitchen,electronic city,"north indian, chinese, street food",350.0,3.7,low
kettle-on::electronic-city,Kettle On,electronic city,"fast food, sandwich, beverages",400.0,3.7,low
baskin-robbins::electronic-city,Baskin Robbins,electronic city,"ice cream, desserts",250.0,3.8,low
five-star-chicken::electronic-city,Five Star Chicken,electronic city,"fast food, burger",200.0,3.2,low
just-shawarma::electronic-city,Just Shawarma,electronic city,arabian,300.0,3.9,low
the-milkshake-theory::electronic-city,The Milkshake Theory,electronic city,"beverages, fast food",400.0,3.6,low
sunny-s::electronic-city,Sunny's,electronic city,"sandwich, fast food, salad, bakery, juices",300.0,3.0,low
cafe-palnad::electronic-city,Cafe Palnad,electronic city,"south indian, fast food",400.0,4.0,low
andhra-spicy-food-court::electronic-city,Andhra Spicy Food Court,electronic city,"andhra, biryani",400.0,3.2,low
esfahan-restaurant::electronic-city,Esfahan Restaurant,electronic city,"north indian, lucknowi, mughlai, biryani",700.0,3.5,low
kathi-junction::electronic-city,Kathi Junction,electronic city,"rolls, north indian, mughlai",400.0,2.8,low
satkar-restaurant::electronic-city,Satkar Restaurant,electronic city,"north indian, chinese, biryani, seafood",350.0,3.6,low
yeruva-biriyani::electronic-city,Yeruva Biriyani,electronic city,"biryani, chinese",400.0,3.5,low
kolkata-famous-kathi-rolls::electronic-city,Kolkata Famous Kathi Rolls,electronic city,"fast food, rolls",200.0,3.5,low
ambur-biriyani-classic::electronic-city,Ambur Biriyani Classic,electronic city,"biryani, south indian, north indian",700.0,3.3,low
marley-s-bistro::electronic-city,Marley's Bistro,electronic city,"continental, european, salad, beverages, italian, burger",400.0,3.9,low
hyderabad-darbar::electronic-city,Hyderabad Darbar,electronic city,"andhra, south indian",700.0,3.7,low
